Order_ID,Order_Date,SKU,Product_Name,Customer_Region,Warehouse_ID,Quantity_Sold,Unit_Price,Unit_Cost,Order_Status
SO-500255,2025-06-30 00:00:00,SKU-1002,PVC Resin,Sumatra,WH-MKS,145,81.83,,Delivered
SO-500192,2025-05-05 00:00:00,SKU-1006,Stainless Steel Rod,Sulawesi,WH-MDN,210,63.49,49.28,Delivered
SO-500076,2025-06-02 00:00:00, SKU-1028,Wireless Mouse,Sumatra,WH-MKS,161,331.23,196.98,Delivered
SO-500531,2025-09-24 00:00:00,SKU-1014,Bubble Wrap Roll,Kalimantan,WH-MDN,195,166.56,128.12,Delivered
SO-500005,2025-06-19 00:00:00,SKU-1034,Motor Bracket Assembly,West Java,WH-JKT,138,377.86,216.37,Delivered
SO-500237,2025-11-20 00:00:00, SKU-1001,Aluminum Sheet 3mm,Sulawesi,WH-MKS,128,187.89,148.24,Delivered
SO-500308,2025-05-05 00:00:00,SKU-1043,Cutting Tool Insert,Sulawesi,,-61,49.63,34.42,Delivered
SO-500088,2025-12-12 00:00:00,SKU-1014,BUBBLE WRAP ROLL,Sulawesi,WH-MKS,15,166.56,128.12,returned
SO-500270,2025-02-03 00:00:00,SKU-1005,Polyethylene Pellets,Sumatra,WH-SMG,250,282.47,182.84,Delivered
SO-500284,2025-08-14 00:00:00,SKU-1010,Corrugated Box Medium,Sumatra,WH-MDN,242,294.1,171.63,Delivered
SO-500069,2025-10-11 00:00:00,SKU-1003,Cotton Yarn,Kalimantan,WH-SMG,69,254.26,190.06,Delivered
SO-500035,2025-08-12 00:00:00,SKU-1017,Foam Insert Sheet,West Java,WH-MDN,204,99.51,74.43,Delivered
SO-500364,2025-06-14 00:00:00,SKU-1043,Cutting Tool Insert,East Java,WH-SBY,-78,49.63,34.42,Returned
SO-500222,2025-05-26 00:00:00,SKU-1039,Timing Belt 120T,Central Java,WH-MDN,278,54.43,31.29,Delivered
SO-500144,2025-12-23 00:00:00,SKU-1047,Conveyor Belt Roller,Sumatra,WH-MKS,84,83.28,52.09,Delivered
SO-500084,2025-06-07 00:00:00,SKU-1010,Corrugated Box Medium,Kalimantan,WH-MKS,296,294.1,171.63,Delivered
SO-500374,2025-01-21 00:00:00,SKU-1038,Rubber Gasket Set,Central Java,WH-JKT,291,28.95,21.41,Delivered
SO-500307,2025-09-26 00:00:00,SKU-1010,Corrugated Box Medium,Bali & Nusa Tenggara,WH-MKS,199,294.1,171.63,Delivered
SO-500275,2025-12-30 00:00:00,SKU-1020,Cordless Drill 18V,East Java,WH-SBY,270,372.99,245.59,Delivered
SO-500158,2025-11-11 00:00:00,SKU-1014,Bubble Wrap Roll,Kalimantan,,271,166.56,128.12,Deliverd
SO-500015,2025-11-07 00:00:00,SKU-1037,LED Driver 12V,Sumatra,WH-SMG,231,24.69,15.71,Delivered
SO-500032,2025-10-27 00:00:00,SKU-1024,Bluetooth Speaker Mini,BALI & NUSA TENGGARA,WH-JKT,299,273.05,168.61,Deliverd
SO-500067,2025-04-10 00:00:00,Sku-1006,Stainless Steel Rod,Central Java,WH-SMG,Rp 189,63.49,49.28,Delivered
SO-500444,2025-02-28 00:00:00,SKU-1045,Welding Rod E6013,Bali & Nusa Tenggara,WH-JKT,180,260.41,167.46,Delivered
SO-500586,2025-01-26 00:00:00,SKU-1006,Stainless Steel Rod,Sulawesi,WH-MDN,286,63.49,49.28,Delivered
SO-500274,2025-03-05 00:00:00,SKU-1003,Cotton Yarn,Central Java,WH-MKS,160,254.26,190.06,Delivered
SO-500224,25-May-25,SKU-1029,Standing Desk Converter,Sulawesi,WH-MDN,275,268.34,178.08,delivered
SO-500186,2025-08-09 00:00:00,SKU-1031,Hydraulic Pump Seal,Central Java,WH-SBY,199,49.09,36.34,Delivered
SO-500608,2025-11-13 00:00:00,SKU-1009,Timber Plank Oak,Kalimantan,WH-MKS,210 ,244.78,182.69,Delivered
SO-500243,2025-12-03 00:00:00,SKU-1046,Machine Coolant 5L,Bali & Nusa Tenggara,WH-JKT,175,39.5,30.18,Delivered
SO-500436,2025-11-28 00:00:00,SKU-1043,Cutting Tool Insert,Bali & Nusa Tenggara,WH-MDN,174,49.63,34.42,Cancelled
SO-500194,2025-09-19 00:00:00,SKU-1004,Copper Wire Roll,Sulawesi,WH-JKT,266,39.25,26.9,Delivered
SO-500509,2025-11-08 00:00:00,SKU-1039,TIMING BELT 120T,  East Java  ,WH-JKT,94,54.43,31.29,Delivered
SO-500189,2025-10-22 00:00:00,SKU-1020,Cordless Drill 18V,Sulawesi,WH-MDN,212,372.99,245.59,Delivered
SO-500345,2025-04-14 00:00:00,SKU-1032,Circuit Board Rev C,Sulawesi,WH-MKS,,348.1,202.29,Delivered
SO-500100,2025-02-17 00:00:00,SKU-1026,Electric Kettle 1.7L,Bali & Nusa Tenggara,WH-SBY,63,67.61,42.33,DELIVERED
SO-500257,2025-03-23 00:00:00,SKU-1043,Cutting Tool Insert,Central Java,WH-JKT,229,49.63,34.42,Delivered
SO-500335,2025-02-18 00:00:00,SKU-1042,Air Filter Cartridge,Central Java,WH-SBY,249,207.59,115.38,Delivered
SO-500310,2025-09-14 00:00:00,SKU-1026,Electric Kettle 1.7L,Sumatra,WH-MKS,36,67.61,42.33,Delivered
SO-500250,2025-07-24 00:00:00,SKU-1027,Air Purifier HEPA,sumatra,WH-MDN,178,298.8,212.95,Returned
SO-500400,2025-09-28 00:00:00,SKU-1006,Stainless Steel Rod,Central Java,WH-JKT,-113,Rp 63.49,49.28,Delivered
SO-500506,2025-02-10 00:00:00,SKU-1019,Strapping Band PP,Central Java,,84,74.14,50.93,Delivered
SO-500235,2025-06-04 00:00:00,SKU-1015,Carton Tape 48mm,West Java,WH-JKT,127,218.82,149.71,Deliverd
SO-500230,2025-02-11 00:00:00,SKU-1024,Bluetooth Speaker Mini,Central Java,WH-SMG,19,273.05,,Delivered
SO-500344,2025-02-09 00:00:00,SKU-1023,Stainless Steel Bottle 1L,WEST JAVA,WH-MKS,36,243.11,177.91,Delivered
SO-500371,2025-10-13 00:00:00,SKU-1026,Electric Kettle 1.7L,Central Java,WH-MKS,203,67.61,42.33,Delivered
SO-500431,2025-03-20 00:00:00,SKU-1042,Air Filter Cartridge,Bali & Nusa Tenggara,WH-MDN,198,207.59,115.38,Delivered
SO-500151,2025-10-17 00:00:00,SKU-1008,Silicone Sealant Bulk,West Java,WH-SBY,288,145.32,89.78,Delivered
SO-500051,2025-08-04 00:00:00,SKU-1000,Steel Coil 2mm,West Java,WH-MDN,226,10.82,7.72,Cancelled
SO-500033,2025-06-30 00:00:00,SKU-1000,Steel Coil 2mm,Bali & Nusa Tenggara,WH-SMG,204,10.82,7.72,Delivered
SO-500338,2025-07-04 00:00:00,SKU-1041,Safety Gloves Nitrile,West Java,WH-SBY,65,89.25,67.51,delivered
SO-500463,2025-03-28 00:00:00,SKU-1018,Label Roll Thermal,Sulawesi,WH-MDN,258,291.85,190.85,DELIVERED
SO-500616,2025-09-26 00:00:00,SKU-1049,Cleaning Solvent Industrial,West Java,WH-MKS,93,62.18,41.65,Delivered
SO-500121,2025-11-14 00:00:00,SKU-1024,Bluetooth Speaker Mini,Sumatra,WH-SBY,78,273.05,168.61,Delivered
SO-500211,2025-07-17 00:00:00,SKU-1043,Cutting Tool Insert,East Java,WH-SMG,81,49.63,34.42,Delivered
SO-500232,2025-08-30 00:00:00,SKU-1018,Label Roll Thermal,Bali & Nusa Tenggara,WH-SBY,245,291.85,,Delivered
SO-500011,2025-09-17 00:00:00,SKU-1019,Strapping Band PP,Kalimantan,WH-SMG,214,74.14,50.93,Delivered
SO-500475,2025-11-20 00:00:00,SKU-1036,Pressure Valve 1/2in,Kalimantan,WH-SMG,217,56.49,39.97,Delivered
SO-500106,2025-12-04 00:00:00,SKU-1037,LED Driver 12V,Bali & Nusa Tenggara,WH-MDN,81,24.69,15.71,Delivered
SO-500525,2025-08-26 00:00:00,SKU-1015,Carton Tape 48mm,Sulawesi,WH-SMG,257,218.82,149.71,Returned
SO-500381,2025-03-16 00:00:00,SKU-1014,Bubble Wrap Roll,East Java,WH-JKT,288,166.56,128.12,Delivered
SO-500511,2025-09-22 00:00:00,SKU-1033,Lithium Battery Cell 18650,CENTRAL JAVA,WH-SMG,195,426.33,242.3,Delivered
SO-500480,2025-05-26 00:00:00,SKU-1020,Cordless Drill 18V,Sulawesi,WH-SMG,300,372.99,245.59,Delivered
SO-500050,2025-12-05 00:00:00, SKU-1027,Air Purifier HEPA,West Java,WH-SMG,264,298.8,212.95,Delivered
SO-500233,2025-02-10 00:00:00,SKU-1000,Steel Coil 2mm,East Java,WH-JKT,115,10.82,7.72,Delivered 
SO-500223,2025-04-10 00:00:00,SKU-1030,Ball Bearing 6205,Kalimantan,WH-SMG,297,145.89,101.55,Returned
SO-500155,2025-05-02 00:00:00,SKU-1022,LED Desk Lamp,East Java,WH-MKS,$13,Rp 409.19,309.85,Delivered
SO-500468,2025-04-18 00:00:00,SKU-1015,Carton Tape 48mm,Kalimantan,,184,218.82,,Delivered
SO-500514,2025-11-18 00:00:00,SKU-1036,Pressure Valve 1/2in,Sumatra,WH-JKT,238,56.49,39.97,Delivered
SO-500266,2025-02-03 00:00:00,SKU-1045,Welding Rod E6013,SULAWESI,WH-MKS,153,260.41,167.46,Delivered
SO-500370,2025-03-15 00:00:00,SKU-1045,Welding Rod E6013,West Java,WH-MDN,292,260.41,167.46,Delivered
SO-500029,,SKU-1034,Motor Bracket Assembly,Central Java,WH-SBY,123,377.86,216.37,Delivered
SO-500390,2025-01-31 00:00:00,SKU-1023,Stainless Steel Bottle 1L,Kalimantan,WH-MKS,252,243.11,,Delivered
SO-500387,2025-09-26 00:00:00,SKU-1003,Cotton Yarn,Bali & Nusa Tenggara,WH-JKT,43,254.26,190.06,Cancelled
SO-500358,2025-05-07 00:00:00,SKU-1014,Bubble Wrap Roll,East Java,WH-MDN,84,166.56,128.12,Delivered
SO-500628,2025-05-10 00:00:00,SKU-1029,Standing Desk Converter,Sumatra,WH-SBY,159,268.34,178.08,Delivered
SO-500317,2025-07-14 00:00:00,SKU-1034,Motor Bracket Assembly,Bali & Nusa Tenggara,WH-MDN,181,377.86 ,216.37,Cancelled
SO-500382,2025-08-02 00:00:00,SKU-1037,LED Driver 12V,Central Java,WH-SMG,105,24.69,15.71,Delivered
SO-500538,2025-04-17 00:00:00,SKU-1022,LED Desk Lamp,East Java,WH-MDN,242,409.19,309.85,Delivered
SO-500555,2025-01-14 00:00:00,SKU-1011,Corrugated Box Large,  Sulawesi  ,WH-SMG,117,92.93,68.03,Delivered
SO-500322,2025-04-26 00:00:00,SKU-1033,Lithium Battery Cell 18650,West Java,WH-SBY,56,426.33,242.3,DELIVERED
SO-500385,2025-09-09 00:00:00,SKU-1041,Safety Gloves Nitrile,Central Java,WH-MDN,185,89.25,67.51,Delivered
SO-500219,2025-01-20 00:00:00,SKU-1033,Lithium Battery Cell 18650,Bali & Nusa Tenggara,WH-SMG,72,426.33,242.3,Delivered
SO-500330,2025-05-26 00:00:00,SKU-1021,Office Chair Ergonomic,Kalimantan,WH-MDN,283,64.64,37.3,Delivered
SO-500421,2025-05-09 00:00:00,SKU-1023,Stainless Steel Bottle 1L,Kalimantan,WH-SBY,258,Rp 243.11,177.91,Delivered
SO-500606,2025-06-26 00:00:00,SKU-1034,Motor Bracket Assembly,East Java,,201,377.86,216.37,Delivered
SO-500460,2025-10-15 00:00:00,SKU-1024,Bluetooth Speaker Mini,Kalimantan,WH-MKS,258,273.05,168.61,Delivered
SO-500389,2025-02-04 00:00:00,SKU-1014,Bubble Wrap Roll,West Java,WH-SBY,116,166.56,128.12,Delivered
SO-500624,2025-11-30 00:00:00,SKU-1017,Foam Insert Sheet,Sulawesi,WH-MDN,15,99.51,74.43,Delivered
SO-500299,2025-03-15 00:00:00,SKU-1023,Stainless Steel Bottle 1L,Sulawesi,WH-SBY,265,243.11,177.91,Delivered
SO-500099,2025-05-03 00:00:00,SKU-1038,Rubber Gasket Set,East Java,WH-SBY,287,28.95,21.41,Delivered
SO-500504,2025-12-31 00:00:00,SKU-1040,Industrial Lubricant 20L,Bali & Nusa Tenggara,WH-MKS,217,257.33 ,164.86,Delivered 
SO-500365,2025-04-24 00:00:00,SKU-1033,  Lithium Battery Cell 18650  ,East Java,WH-MDN,145,426.33,242.3,Delivered
SO-500055,2025-05-23 00:00:00,SKU-1005,Polyethylene Pellets,Central Java,WH-MDN,242,Rp 282.47,182.84,Delivered
SO-500419,2025-06-04 00:00:00,SKU-1017,Foam Insert Sheet,Sumatra,WH-SMG,79,99.51,74.43,Delivered
SO-500563,2025-04-30 00:00:00,SKU-1003,Cotton Yarn,Central Java,WH-MKS,15,254.26,190.06,Delivered
SO-500093,2025-12-06 00:00:00,SKU-1018,Label Roll Thermal,Bali & Nusa Tenggara,WH-MDN,-286,291.85 ,190.85,Delivered
SO-500517,2025-01-02 00:00:00,sku-1032,Circuit Board Rev C,Bali & Nusa Tenggara,WH-JKT,11,348.1,202.29,Delivered
SO-500204,2025-01-22 00:00:00,SKU-1047,Conveyor Belt Roller,Bali & Nusa Tenggara,WH-MDN,-297,83.28,52.09,Delivered
SO-500570,"July 02, 2025",SKU-1039,Timing Belt 120T,Kalimantan,WH-SBY,-94,54.43,31.29,Delivered
SO-500521,2025-09-15 00:00:00,SKU-1007,Rubber Compound,Central Java,WH-JKT,119,316.36,216.82,Delivered
SO-500236,2025-08-23 00:00:00,SKU-1039,Timing Belt 120T,West Java,WH-JKT,260,54.43,31.29,Delivered
SO-500613,2025-04-07 00:00:00,SKU-1005,Polyethylene Pellets,Central Java,WH-MDN,213,Rp 282.47,182.84,Delivered
SO-500184,2025-11-03 00:00:00,SKU-1025,Ceiling Fan 56in,West Java,WH-JKT,109,141.94,110.44,Delivered
SO-500052,2025-08-24 00:00:00,SKU-1040,Industrial Lubricant 20L,Sumatra,WH-SBY,95,257.33,164.86,Delivered
SO-500080,2025-05-30 00:00:00,SKU-1030,Ball Bearing 6205,Central Java,WH-JKT,152,145.89,101.55,Delivered
SO-500522,2025-07-25 00:00:00,SKU1002,PVC Resin,Sumatra,,149,81.83,50.91,Delivered
SO-500289,2025-08-03 00:00:00,SKU-1039,Timing Belt 120T,Bali & Nusa Tenggara,WH-SBY,86,54.43,31.29,Delivered
SO-500132,2025-03-09 00:00:00,SKU-1023,Stainless Steel Bottle 1L,East Java,WH-JKT,,243.11,177.91,Deliverd
SO-500208,25/09/2025,SKU-1033,lithium battery cell 18650,Central Java,WH-MKS,191,426.33,242.3,Delivered
SO-500554,2025-06-26 00:00:00,SKU-1031,Hydraulic Pump Seal,sulawesi,WH-MKS,169,49.09,36.34,Delivered
SO-500568,2025-03-11 00:00:00,SKU-1020,Cordless Drill 18V,Kalimantan,WH-SBY,228,372.99,245.59,Delivered 
SO-500282,2025-10-07 00:00:00,SKU-1040,Industrial Lubricant 20L,Kalimantan,WH-SMG,159,257.33,,Deliverd
SO-500442,2025-09-24 00:00:00,SKU-1013,Pallet Wood Standard,East Java,WH-MDN,248,224.95,135.44,Delivered
SO-500111,19-Jun-25,SKU-1037,LED Driver 12V,Bali & Nusa Tenggara,WH-JKT,230,24.69,15.71,Delivered
SO-500516,2025-02-22 00:00:00,SKU-1049,Cleaning Solvent Industrial,Kalimantan,WH-MKS,64,62.18,41.65,Delivered
SO-500440,2025-09-05 00:00:00,SKU-1001,Aluminum Sheet 3mm,East Java,,217,187.89,148.24,Delivered
SO-500503,"January 21, 2025",SKU-1013,Pallet Wood Standard,Bali & Nusa Tenggara,WH-JKT,208,224.95,135.44,Delivered
SO-500279,2025-11-06 00:00:00,SKU-1046,Machine Coolant 5L,Bali & Nusa Tenggara,WH-SMG,293,39.5,30.18,Delivered
SO-500313,2025-12-15 00:00:00,SKU-1043,Cutting Tool Insert,Sulawesi,WH-SMG,252,49.63,34.42,Delivered
SO-500414,2025-04-06 00:00:00,SKU-1005,Polyethylene Pellets,  Sumatra  ,WH-MDN,290,282.47,182.84,Delivered
SO-500415,2025-02-22 00:00:00,sku-1026,Electric Kettle 1.7L,West Java,WH-JKT,186,67.61,42.33,Delivered
SO-500221,2025-07-30 00:00:00,SKU1002,PVC Resin,Kalimantan,WH-SMG,126,81.83,50.91,cancelled
SO-500539,2025-02-16 00:00:00,SKU-1007,Rubber Compound,Bali & Nusa Tenggara,WH-SBY,160,316.36,216.82,Delivered
SO-500156,2025-03-06 00:00:00,SKU-1003,Cotton Yarn,Sulawesi,,63,254.26,190.06,Delivered
SO-500162,2025-11-02 00:00:00, SKU-1024,Bluetooth Speaker Mini,East Java,WH-MKS,237,273.05,168.61,Delivered
SO-500512,2025-05-18 00:00:00,SKU-1049,Cleaning Solvent Industrial,  Bali & Nusa Tenggara  ,WH-JKT,20,62.18,41.65,Delivered
SO-500496,2025-02-13 00:00:00,SKU-1041,Safety Gloves Nitrile,Sulawesi,WH-SBY,150,89.25,67.51,delivered
SO-500494,2025-02-21 00:00:00,SKU-1005,Polyethylene Pellets,Bali & Nusa Tenggara,,68,282.47,182.84,Delivered
SO-500340,2025-06-01 00:00:00,SKU-1040,Industrial Lubricant 20L,Sulawesi,WH-SMG,118,257.33,164.86,delivered
SO-500287,2025-06-13 00:00:00,SKU-1006,Stainless Steel Rod,Sumatra,WH-SBY,67,63.49,49.28,Delivered
SO-500016,2025-09-19 00:00:00,SKU-1013,Pallet Wood Standard,Bali & Nusa Tenggara,,91,224.95,,Delivered
SO-500215,2025-12-17 00:00:00,SKU-1047,Conveyor Belt Roller,west java,WH-MKS,-221,83.28,52.09,Delivered
SO-500107,2025-06-26 00:00:00,SKU-1030,BALL BEARING 6205,Sulawesi,WH-SMG,283,145.89,101.55,Delivered
SO-500498,2025-07-20 00:00:00,SKU-1012,Shrink Wrap Film,Kalimantan,WH-SMG,32,174.97,99.81,Delivered
SO-500499,2025-09-11 00:00:00,SKU-1015,Carton Tape 48mm,West Java,WH-MDN,128,218.82,149.71,Delivered
SO-500572,2025-10-21 00:00:00,SKU-1044,Hydraulic Oil ISO 46,Bali & Nusa Tenggara,WH-MDN,295,170.97,110.39,Delivered 
SO-500314,2025-05-23 00:00:00,SKU-1015,Carton Tape 48mm,East Java,WH-MKS,120,218.82,149.71,Cancelled
SO-500637,2025-07-03 00:00:00,SKU-1042,Air Filter Cartridge,east java,WH-MKS,92,207.59,115.38,Delivered
SO-500418,2025-10-20 00:00:00,SKU-1015,Carton Tape 48mm,Central Java,,199,218.82,149.71,Delivered
SO-500432,2025-09-03 00:00:00,SKU-1038,Rubber Gasket Set,Sumatra,WH-MKS,,28.95,21.41,Delivered
SO-500510,2025-03-12 00:00:00,SKU-1045,Welding Rod E6013,Central Java,WH-JKT,259,260.41,167.46,Cancelled
SO-500619,2025-07-23 00:00:00,SKU-1032,Circuit Board Rev C,Kalimantan,WH-JKT,20,348.1,202.29,Delivered
SO-500450,2025-04-06 00:00:00,SKU-1034,Motor Bracket Assembly,East Java,WH-SMG,105,377.86,216.37,Delivered
SO-500434,2025-11-01 00:00:00, SKU-1034,Motor Bracket Assembly,West Java,WH-JKT,132,377.86,216.37,Deliverd
SO-500485,2025-12-07 00:00:00,SKU-1023,Stainless Steel Bottle 1L,West Java,WH-SBY,207,243.11,177.91,Delivered
SO-500645,2025-08-23 00:00:00,SKU-1036,Pressure Valve 1/2in,EAST JAVA,WH-SBY,97,56.49,39.97,Delivered
SO-500567,,SKU-1023,Stainless Steel Bottle 1L,Sulawesi,WH-MDN,56,243.11,177.91,Delivered
SO-500607,2025-11-08 00:00:00,SKU-1036,Pressure Valve 1/2in,West Java,WH-MDN,93,56.49,39.97,Delivered
SO-500023,2025-08-22 00:00:00,SKU-1007,Rubber Compound,Bali & Nusa Tenggara,WH-SBY,242,316.36,216.82,Delivered
SO-500640,2025-07-01 00:00:00,SKU-1014,Bubble Wrap Roll,Kalimantan,WH-SBY,162,166.56,128.12,Delivered
SO-500172,2025-06-29 00:00:00,SKU-1006,Stainless Steel Rod,East Java,WH-MKS,63,63.49,49.28,Delivered
SO-500533,2025-02-08 00:00:00,sku-1025,Ceiling Fan 56in,Sulawesi,WH-MKS,36,141.94,110.44,Delivered
SO-500476,11.21.2025,SKU-1004,Copper Wire Roll,Sumatra,WH-JKT,268,39.25,,Delivered
SO-500395,2025-07-01 00:00:00,SKU-1016,Poly Mailer Bag,Bali & Nusa Tenggara,WH-SMG,208,223.93,170.55,Delivered
SO-500150,2025-01-11 00:00:00,SKU-1038,Rubber Gasket Set,Bali & Nusa Tenggara,WH-JKT,175,28.95,,Delivered
SO-500087,2025-08-10 00:00:00,SKU-1002,PVC Resin,Sulawesi,WH-SMG,133,81.83,50.91,Delivered
SO-500588,2025-11-17 00:00:00,SKU-1042,Air Filter Cartridge,Sumatra,WH-MKS,107,207.59,115.38,DELIVERED
SO-500258,2025-05-01 00:00:00,SKU-1004,Copper Wire Roll,East Java,WH-SMG,,39.25,26.9,Cancelled
SO-500273,2025-10-10 00:00:00,SKU-1049,Cleaning Solvent Industrial,Central Java,WH-MKS,71,$62.18,41.65,Delivered
SO-500612,2025-08-15 00:00:00,SKU-1047,Conveyor Belt Roller,East Java,WH-SMG,218,83.28,52.09,Delivered
SO-500234,2025-11-08 00:00:00,SKU1035,Gear Set Helical,Sumatra,WH-MKS,61,$389.75,231.74,Delivered
SO-500547,2025-06-19 00:00:00,SKU-1005,Polyethylene Pellets,West Java,WH-JKT,241,Rp 282.47,182.84,Delivered
SO-500048,2025-11-18 00:00:00,SKU-1044,Hydraulic Oil ISO 46,West Java,WH-SBY,159,Rp 170.97,110.39,Delivered
SO-500124,2025-10-28 00:00:00,SKU-1022,LED Desk Lamp,Kalimantan,WH-SMG,222,409.19,309.85,Delivered
SO-500417,2025-07-18 00:00:00,SKU-1026,ELECTRIC KETTLE 1.7L,Kalimantan,WH-JKT,291,67.61,42.33,Delivered
SO-500347,2025-02-16 00:00:00, SKU-1031,Hydraulic Pump Seal,Sumatra,WH-MKS,33,49.09,36.34,Delivered
SO-500630,2025-07-11 00:00:00,SKU-1042,Air Filter Cartridge,Kalimantan,WH-MKS,149,207.59,115.38,Delivered
SO-500548,2025-08-10 00:00:00,SKU-1036,Pressure Valve 1/2in,Sumatra,WH-MDN,20,56.49,39.97,Delivered
SO-500373,2025-04-08 00:00:00,sku-1046,Machine Coolant 5L,East Java,WH-JKT,198,39.5,30.18,Delivered
SO-500649,2025-08-08 00:00:00,SKU-1025,Ceiling Fan 56in,Sumatra,WH-MDN,7 ,141.94,110.44,Delivered
SO-500577,2025-01-01 00:00:00,SKU-1006,Stainless Steel Rod,Sumatra,WH-JKT,229,63.49,49.28,Delivered
SO-500332,2025-03-25 00:00:00,SKU-1021,Office Chair Ergonomic,  Kalimantan  ,WH-MDN,-136,64.64,37.3,Delivered
SO-500129,2025-04-28 00:00:00,SKU-1018,Label Roll Thermal,Bali & Nusa Tenggara,WH-MKS,185,291.85,190.85,Delivered
SO-500622,2025-02-16 00:00:00,SKU-1044,HYDRAULIC OIL ISO 46,  West Java  ,WH-SMG,202,170.97,110.39,Delivered
SO-500416,2025-11-03 00:00:00,SKU-1038,Rubber Gasket Set,Bali & Nusa Tenggara,WH-SMG,202,28.95,,Delivered
SO-500316,2025-10-14 00:00:00,SKU-1022,LED Desk Lamp,East Java,WH-SMG,67,409.19,309.85,Delivered
SO-500220,2025-03-25 00:00:00,SKU-1009,Timber Plank Oak,Bali & Nusa Tenggara,WH-SBY,89,Rp 244.78,182.69,Delivered
SO-500513,2025-05-20 00:00:00,SKU-1027,Air Purifier HEPA,West Java,WH-MKS,139,298.8,212.95,Delivered
SO-500433,2025-08-03 00:00:00,SKU-1044,Hydraulic Oil ISO 46,West Java,WH-MKS,Rp 189,170.97,110.39,Delivered
SO-500458,2025-05-28 00:00:00,SKU-1031,Hydraulic Pump Seal,Central Java,WH-SBY,166,49.09,36.34,Delivered
SO-500618,2025-12-27 00:00:00,SKU-1023,Stainless Steel Bottle 1L,East Java,WH-SBY,193,Rp 243.11,177.91,Delivered
SO-500376,2025-03-02 00:00:00,SKU-1047,Conveyor Belt Roller,Central Java,WH-MDN,109,83.28,52.09,Delivered 
SO-500042,2025-04-25 00:00:00,SKU-1022,LED Desk Lamp,Bali & Nusa Tenggara,WH-JKT,25,409.19,309.85,Delivered
SO-500472,21-Sep-25,SKU-1017,Foam Insert Sheet,Central Java,WH-JKT,215,99.51,74.43,delivered
SO-500193,2025-06-08 00:00:00,SKU-1025,Ceiling Fan 56in,Central Java,WH-SMG,175,141.94,110.44,Delivered
SO-500426,2025-05-30 00:00:00,SKU-1020,Cordless Drill 18V,Sulawesi,WH-MDN,129,372.99,245.59,Delivered
SO-500455,2025-04-04 00:00:00,SKU-1007,Rubber Compound,Kalimantan,WH-SMG,77,316.36,216.82,Delivered
SO-500594,2025-10-05 00:00:00,SKU-1022,LED Desk Lamp,Bali  &  Nusa  Tenggara,WH-MDN,121,409.19,309.85,Deliverd
SO-500489,2025-08-05 00:00:00,SKU-1007,Rubber Compound,Sumatra,WH-SBY,,316.36,216.82,Delivered
SO-500518,2025-07-06 00:00:00,SKU-1030,Ball Bearing 6205,Central Java,WH-MDN,96,145.89,101.55,Delivered
SO-500591,2025-07-18 00:00:00,SKU-1034,Motor Bracket Assembly,East Java,,200,377.86,216.37,Delivered
SO-500056,2025-07-14 00:00:00,SKU-1042,Air Filter Cartridge,West Java,WH-SMG,258,207.59,,Delivered
SO-500470,2025-01-31 00:00:00,SKU-1013,Pallet Wood Standard,East Java,WH-MKS,277,224.95,135.44,Delivered
SO-500147,2025-07-05 00:00:00,SKU-1015,Carton Tape 48mm,Kalimantan,WH-JKT,193,218.82,149.71,Delivered
SO-500269,2025-10-21 00:00:00,SKU-1035,Gear Set Helical,Sumatra,WH-SMG,287,389.75,231.74,Delivered
SO-500238,2025-08-08 00:00:00,SKU-1018,Label Roll Thermal,Sulawesi,WH-JKT,185,291.85,190.85,Delivered
SO-500387,2025-09-26 00:00:00,SKU-1003,Cotton Yarn,Bali & Nusa Tenggara,WH-JKT,43,254.26,190.06,Cancelled
SO-500178,2025-03-22 00:00:00,SKU-1021,  Office Chair Ergonomic  ,East Java,WH-SMG,171,64.64,37.3,Delivered
SO-500481,2025-06-25 00:00:00,SKU-1031,Hydraulic Pump Seal,West Java,WH-JKT,55,49.09,36.34,Delivered
SO-500060,2025-05-04 00:00:00,SKU-1048,Spare Fuse 10A,Kalimantan,WH-MDN,256,271.48,159.12,Delivered
SO-500141,2025-08-26 00:00:00,SKU1040,Industrial Lubricant 20L,Kalimantan,WH-SMG,214,257.33,164.86,Delivered
SO-500248,2025-08-31 00:00:00,SKU1034,Motor Bracket Assembly,West Java,WH-SMG,-102,377.86,216.37,Delivered
SO-500341,2025-09-02 00:00:00,SKU-1008,Silicone Sealant Bulk,Sumatra,WH-SBY,196,145.32,89.78,Delivered
SO-500018,2025-05-01 00:00:00,SKU-1048,Spare  Fuse  10A,Central Java,WH-SMG,106,271.48,159.12,Delivered
SO-500593,2025-10-16 00:00:00,SKU-1017,Foam Insert Sheet,Central Java,WH-JKT,54,99.51,74.43,Delivered
SO-500407,2025-04-29 00:00:00,SKU-1027,Air Purifier HEPA,East Java,WH-JKT,208,298.8,,Cancelled
SO-500109,2025-07-30 00:00:00,SKU-1049,Cleaning Solvent Industrial,East Java,WH-JKT,247,62.18,41.65,Delivered
SO-500164,2025-08-09 00:00:00,SKU-1013,Pallet Wood Standard,Central Java,WH-MDN,216,224.95,135.44,Delivered
SO-500013,2025-12-13 00:00:00,SKU-1024,Bluetooth Speaker Mini,Sulawesi,WH-SBY,296,273.05,168.61,Delivered
